gene	prim_up_silent	prim_up_deleterious	recu_up_silent	recu_up_deleterious	prim_down_silent	prim_down_deleterious	recu_down_silent	recu_down_deleterious
SMG7	0	0	0	1	0	0	0	0
CRB1	0	0	0	1	0	0	0	0
DDX59	0	0	0	1	0	0	0	0
CAMSAP2	0	0	0	1	0	0	0	0
CACNA1S	0	0	0	1	0	0	0	0
IPO9	0	0	0	1	0	0	0	0
ZC3H11A	0	0	0	1	0	0	0	0
PPP1R15B	0	0	0	1	0	0	0	0
PIK3C2B	0	0	0	1	0	0	0	0
C4BPA	0	0	0	1	0	0	0	0
PLXNA2	0	0	0	1	0	0	0	0
CAPN2	0	0	0	1	0	0	0	0
C1orf35	0	0	0	1	0	0	0	0
C1orf86	0	0	0	1	0	0	0	0
CCDC27	0	0	0	1	0	0	0	0
NPHP4	0	0	0	1	0	0	0	0
PLEKHG5	0	0	0	1	0	0	0	0
DNAJC16	0	0	0	1	0	0	0	0
C1orf64	0	0	0	1	0	0	0	0
PADI2	0	0	0	1	0	0	0	0
VWA5B1	0	0	0	1	0	0	0	0
LUZP1	0	0	0	1	0	0	0	0
HTR1D	0	0	0	1	0	0	0	0
HNRNPR	0	0	0	1	0	0	0	0
ZNF436	0	0	0	1	0	0	0	0
IFNLR1	0	0	0	1	0	0	0	0
RPS6KA1	0	0	0	1	0	0	0	0
ARID1A	0	0	0	1	0	0	0	0
SYTL1	0	0	0	1	0	0	0	0
PHACTR4	0	0	0	1	0	0	0	0
PHC2	0	0	0	1	0	0	0	0
CSMD2	0	0	0	1	0	0	0	0
SH3D21	0	0	0	1	0	0	0	0
LSM10	0	0	0	1	0	0	0	0
INPP5B	0	0	0	1	0	0	0	0
FHL3	0	0	0	1	0	0	0	0
PPIE	0	0	0	1	0	0	0	0
TRIT1	0	0	0	1	0	0	0	0
CAP1	0	0	0	1	0	0	0	0
TOE1	0	0	0	1	0	0	0	0
TESK2	0	0	0	1	0	0	0	0
TMEM69	0	0	0	1	0	0	0	0
IL23R	0	0	0	1	0	0	0	0
FPGT-TNNI3K	0	0	0	1	0	0	0	0
LHX8	0	0	0	1	0	0	0	0
GBP5	0	0	0	1	0	0	0	0
CDC7	0	0	0	1	0	0	0	0
KIAA1107	0	0	0	1	0	0	0	0
RPL5	0	0	0	1	0	0	0	0
GSTM5	0	0	0	1	0	0	0	0
KCNA10	0	0	0	1	0	0	0	0
CHI3L2	0	0	0	1	0	0	0	0
CSDE1	0	0	0	1	0	0	0	0
ATP1A1	0	0	0	1	0	0	0	0
ANKRD35	0	0	0	1	0	0	0	0
PI4KB	0	0	0	1	0	0	0	0
NPR1	0	0	0	1	0	0	0	0
IL6R	0	0	0	1	0	0	0	0
KCNN3	0	0	0	1	0	0	0	0
SHC1	0	0	0	1	0	0	0	0
SMG5	0	0	0	1	0	0	0	0
INSRR	0	0	0	1	0	0	0	0
AIM2	0	0	0	1	0	0	0	0
ZNF669	0	0	0	1	0	0	0	0
OR2M7	0	0	0	1	0	0	0	0
MYT1L	0	0	0	1	0	0	0	0
ROCK2	0	0	0	1	0	0	0	0
C2orf43	0	0	0	1	0	0	0	0
ASXL2	0	0	0	1	0	0	0	0
GALNT14	0	0	0	1	0	0	0	0
CAPN14	0	0	0	1	0	0	0	0
XDH	0	0	0	1	0	0	0	0
GALM	0	0	0	1	0	0	0	0
MSH6	0	0	0	1	0	0	0	0
RTN4	0	0	0	1	0	0	0	0
PNPT1	0	0	0	1	0	0	0	0
CCT4	0	0	0	1	0	0	0	0
EHBP1	0	0	0	1	0	0	0	0
SLC1A4	0	0	0	1	0	0	0	0
ATP6V1B1	0	0	0	1	0	0	0	0
ANKRD53	0	0	0	1	0	0	0	0
TMEM150A	0	0	0	1	0	0	0	0
SNRNP200	0	0	0	1	0	0	0	0
SULT1C4	0	0	0	1	0	0	0	0
BUB1	0	0	0	1	0	0	0	0
IL36A	0	0	0	1	0	0	0	0
CCDC93	0	0	0	1	0	0	0	0
BIN1	0	0	0	1	0	0	0	0
SMPD4	0	0	0	1	0	0	0	0
CCNT2	0	0	0	1	0	0	0	0
LCT	0	0	0	1	0	0	0	0
MMADHC	0	0	0	1	0	0	0	0
RIF1	0	0	0	1	0	0	0	0
TANC1	0	0	0	1	0	0	0	0
TBR1	0	0	0	1	0	0	0	0
DPP4	0	0	0	1	0	0	0	0
SCN9A	0	0	0	1	0	0	0	0
ERICH2	0	0	0	1	0	0	0	0
HOXD1	0	0	0	1	0	0	0	0
FSIP2	0	0	0	1	0	0	0	0
ORC2	0	0	0	1	0	0	0	0
PIKFYVE	0	0	0	1	0	0	0	0
XRCC5	0	0	0	1	0	0	0	0
TNS1	0	0	0	1	0	0	0	0
ATG9A	0	0	0	1	0	0	0	0
OBSL1	0	0	0	1	0	0	0	0
EPHA4	0	0	0	1	0	0	0	0
MOGAT1	0	0	0	1	0	0	0	0
COL4A4	0	0	0	1	0	0	0	0
COL4A3	0	0	0	1	0	0	0	0
SP110	0	0	0	1	0	0	0	0
GIGYF2	0	0	0	1	0	0	0	0
DGKD	0	0	0	1	0	0	0	0
TRPM8	0	0	0	1	0	0	0	0
GBX2	0	0	0	1	0	0	0	0
GAL3ST2	0	0	0	1	0	0	0	0
CPNE9	0	0	0	1	0	0	0	0
OGG1	0	0	0	1	0	0	0	0
PRRT3	0	0	0	1	0	0	0	0
NUP210	0	0	0	1	0	0	0	0
RFTN1	0	0	0	1	0	0	0	0
ZNF860	0	0	0	1	0	0	0	0
EPM2AIP1	0	0	0	1	0	0	0	0
SCN10A	0	0	0	1	0	0	0	0
ZDHHC3	0	0	0	1	0	0	0	0
DHX30	0	0	0	1	0	0	0	0
CCDC51	0	0	0	1	0	0	0	0
ARIH2	0	0	0	1	0	0	0	0
P4HTM	0	0	0	1	0	0	0	0
LAMB2	0	0	0	1	0	0	0	0
HYAL3	0	0	0	1	0	0	0	0
NT5DC2	0	0	0	1	0	0	0	0
KBTBD8	0	0	0	1	0	0	0	0
HTR1F	0	0	0	1	0	0	0	0
DCBLD2	0	0	0	1	0	0	0	0
COL8A1	0	0	0	1	0	0	0	0
PCNP	0	0	0	1	0	0	0	0
RPL24	0	0	0	1	0	0	0	0
TIGIT	0	0	0	1	0	0	0	0
ARHGAP31	0	0	0	1	0	0	0	0
SLC15A2	0	0	0	1	0	0	0	0
OSBPL11	0	0	0	1	0	0	0	0
MGLL	0	0	0	1	0	0	0	0
ACAD9	0	0	0	1	0	0	0	0
TF	0	0	0	1	0	0	0	0
MRAS	0	0	0	1	0	0	0	0
COPB2	0	0	0	1	0	0	0	0
U2SURP	0	0	0	1	0	0	0	0
CLRN1	0	0	0	1	0	0	0	0
IGSF10	0	0	0	1	0	0	0	0
WDR49	0	0	0	1	0	0	0	0
NAALADL2	0	0	0	1	0	0	0	0
HTR3D	0	0	0	1	0	0	0	0
ABCF3	0	0	0	1	0	0	0	0
ECE2	0	0	0	1	0	0	0	0
POLR2H	0	0	0	1	0	0	0	0
BDH1	0	0	0	1	0	0	0	0
LRCH3	0	0	0	1	0	0	0	0
ZNF732	0	0	0	1	0	0	0	0
NELFA	0	0	0	1	0	0	0	0
ADRA2C	0	0	0	1	0	0	0	0
ABLIM2	0	0	0	1	0	0	0	0
LCORL	0	0	0	1	0	0	0	0
TLR6	0	0	0	1	0	0	0	0
RPL9	0	0	0	1	0	0	0	0
REST	0	0	0	1	0	0	0	0
C4orf40	0	0	0	1	0	0	0	0
PROL1	0	0	0	1	0	0	0	0
SLC4A4	0	0	0	1	0	0	0	0
RCHY1	0	0	0	1	0	0	0	0
PAQR3	0	0	0	1	0	0	0	0
AFF1	0	0	0	1	0	0	0	0
SMARCAD1	0	0	0	1	0	0	0	0
NFKB1	0	0	0	1	0	0	0	0
LRIT3	0	0	0	1	0	0	0	0
NDST3	0	0	0	1	0	0	0	0
PDE5A	0	0	0	1	0	0	0	0
TBC1D9	0	0	0	1	0	0	0	0
USP38	0	0	0	1	0	0	0	0
ZNF827	0	0	0	1	0	0	0	0
GRIA2	0	0	0	1	0	0	0	0
FNIP2	0	0	0	1	0	0	0	0
RAPGEF2	0	0	0	1	0	0	0	0
TLL1	0	0	0	1	0	0	0	0
SH3RF1	0	0	0	1	0	0	0	0
ENPP6	0	0	0	1	0	0	0	0
PDLIM3	0	0	0	1	0	0	0	0
LRRC14B	0	0	0	1	0	0	0	0
ZDHHC11	0	0	0	1	0	0	0	0
MARCH6	0	0	0	1	0	0	0	0
CDH10	0	0	0	1	0	0	0	0
DROSHA	0	0	0	1	0	0	0	0
C5orf22	0	0	0	1	0	0	0	0
MTMR12	0	0	0	1	0	0	0	0
NUP155	0	0	0	1	0	0	0	0
TTC33	0	0	0	1	0	0	0	0
PRKAA1	0	0	0	1	0	0	0	0
MROH2B	0	0	0	1	0	0	0	0
RNF180	0	0	0	1	0	0	0	0
CDK7	0	0	0	1	0	0	0	0
CRHBP	0	0	0	1	0	0	0	0
SERINC5	0	0	0	1	0	0	0	0
EDIL3	0	0	0	1	0	0	0	0
ARRDC3	0	0	0	1	0	0	0	0
DCP2	0	0	0	1	0	0	0	0
TRIM36	0	0	0	1	0	0	0	0
AP3S1	0	0	0	1	0	0	0	0
PRDM6	0	0	0	1	0	0	0	0
P4HA2	0	0	0	1	0	0	0	0
TMEM173	0	0	0	1	0	0	0	0
ANKHD1	0	0	0	1	0	0	0	0
HARS	0	0	0	1	0	0	0	0
PCDHB3	0	0	0	1	0	0	0	0
HMGXB3	0	0	0	1	0	0	0	0
SOX30	0	0	0	1	0	0	0	0
EBF1	0	0	0	1	0	0	0	0
C5orf54	0	0	0	1	0	0	0	0
SFXN1	0	0	0	1	0	0	0	0
GPRIN1	0	0	0	1	0	0	0	0
GRK6	0	0	0	1	0	0	0	0
RUFY1	0	0	0	1	0	0	0	0
CANX	0	0	0	1	0	0	0	0
RIPK1	0	0	0	1	0	0	0	0
SIRT5	0	0	0	1	0	0	0	0
MYLIP	0	0	0	1	0	0	0	0
CAP2	0	0	0	1	0	0	0	0
SOX4	0	0	0	1	0	0	0	0
HIST1H1E	0	0	0	1	0	0	0	0
MAS1L	0	0	0	1	0	0	0	0
CDSN	0	0	0	1	0	0	0	0
CCHCR1	0	0	0	1	0	0	0	0
PRRC2A	0	0	0	1	0	0	0	0
BAG6	0	0	0	1	0	0	0	0
SLC44A4	0	0	0	1	0	0	0	0
EHMT2	0	0	0	1	0	0	0	0
ATF6B	0	0	0	1	0	0	0	0
FKBPL	0	0	0	1	0	0	0	0
NOTCH4	0	0	0	1	0	0	0	0
HLA-DPB1	0	0	0	1	0	0	0	0
RGL2	0	0	0	1	0	0	0	0
KIFC1	0	0	0	1	0	0	0	0
PHF1	0	0	0	1	0	0	0	0
ANKS1A	0	0	0	1	0	0	0	0
CLPS	0	0	0	1	0	0	0	0
SRPK1	0	0	0	1	0	0	0	0
DNAH8	0	0	0	1	0	0	0	0
PRSS35	0	0	0	2	0	0	0	0
SEC63	0	0	0	1	0	0	0	0
DDO	0	0	0	1	0	0	0	0
FAM229B	0	0	0	1	0	0	0	0
THEMIS	0	0	0	1	0	0	0	0
TAAR5	0	0	0	1	0	0	0	0
NHSL1	0	0	0	1	0	0	0	0
VTA1	0	0	0	1	0	0	0	0
SF3B5	0	0	0	1	0	0	0	0
PLG	0	0	0	1	0	0	0	0
PHF14	0	0	0	1	0	0	0	0
TOMM7	0	0	0	1	0	0	0	0
C7orf71	0	0	0	1	0	0	0	0
SKAP2	0	0	0	1	0	0	0	0
NUDCD3	0	0	0	1	0	0	0	0
ADCY1	0	0	0	1	0	0	0	0
C7orf57	0	0	0	1	0	0	0	0
CCT6A	0	0	0	1	0	0	0	0
CLIP2	0	0	0	1	0	0	0	0
PHTF2	0	0	0	1	0	0	0	0
SEMA3C	0	0	0	1	0	0	0	0
SEMA3D	0	0	0	1	0	0	0	0
RUNDC3B	0	0	0	1	0	0	0	0
STEAP1	0	0	0	1	0	0	0	0
CDK6	0	0	0	1	0	0	0	0
SLC25A13	0	0	0	1	0	0	0	0
LMTK2	0	0	0	1	0	0	0	0
ARPC1B	0	0	0	1	0	0	0	0
C7orf43	0	0	0	1	0	0	0	0
GPC2	0	0	0	1	0	0	0	0
ACTL6B	0	0	0	1	0	0	0	0
GNB2	0	0	0	1	0	0	0	0
PIK3CG	0	0	0	1	0	0	0	0
LAMB4	0	0	0	1	0	0	0	0
IFRD1	0	0	0	1	0	0	0	0
ST7	0	0	0	1	0	0	0	0
WNT2	0	0	0	1	0	0	0	0
LRRC4	0	0	0	1	0	0	0	0
CEP41	0	0	0	1	0	0	0	0
STRA8	0	0	0	1	0	0	0	0
AKR1D1	0	0	0	1	0	0	0	0
TRIM24	0	0	0	1	0	0	0	0
KIAA1549	0	0	0	1	0	0	0	0
ADCK2	0	0	0	1	0	0	0	0
FAM115A	0	0	0	1	0	0	0	0
NOBOX	0	0	0	1	0	0	0	0
ABCF2	0	0	0	1	0	0	0	0
NOM1	0	0	0	1	0	0	0	0
MTMR9	0	0	0	1	0	0	0	0
ASAH1	0	0	0	1	0	0	0	0
RHOBTB2	0	0	0	1	0	0	0	0
ADRA1A	0	0	0	1	0	0	0	0
FUT10	0	0	0	1	0	0	0	0
DDHD2	0	0	0	1	0	0	0	0
SMIM19	0	0	0	1	0	0	0	0
ST18	0	0	0	1	0	0	0	0
TOX	0	0	0	1	0	0	0	0
CHD7	0	0	0	1	0	0	0	0
NKAIN3	0	0	0	1	0	0	0	0
TRIM55	0	0	0	1	0	0	0	0
ZFHX4	0	0	0	1	0	0	0	0
ZBTB10	0	0	0	1	0	0	0	0
NDUFAF6	0	0	0	1	0	0	0	0
TSPYL5	0	0	0	1	0	0	0	0
YWHAZ	0	0	0	1	0	0	0	0
GRHL2	0	0	0	1	0	0	0	0
LRP12	0	0	0	1	0	0	0	0
NDRG1	0	0	0	1	0	0	0	0
NAPRT1	0	0	0	1	0	0	0	0
SCRIB	0	0	0	1	0	0	0	0
OPLAH	0	0	0	1	0	0	0	0
ZNF16	0	0	0	1	0	0	0	0
GLDC	0	0	0	1	0	0	0	0
BNC2	0	0	0	1	0	0	0	0
MLLT3	0	0	0	1	0	0	0	0
AQP3	0	0	0	1	0	0	0	0
C9orf131	0	0	0	1	0	0	0	0
PIGO	0	0	0	1	0	0	0	0
PAX5	0	0	0	1	0	0	0	0
ZCCHC7	0	0	0	1	0	0	0	0
ALDH1B1	0	0	0	1	0	0	0	0
FAM189A2	0	0	0	1	0	0	0	0
TLE1	0	0	0	1	0	0	0	0
CTSL	0	0	0	1	0	0	0	0
FAM120A	0	0	0	1	0	0	0	0
CORO2A	0	0	0	1	0	0	0	0
TMEFF1	0	0	0	1	0	0	0	0
FSD1L	0	0	0	1	0	0	0	0
KIAA0368	0	0	0	1	0	0	0	0
WDR31	0	0	0	1	0	0	0	0
KIF12	0	0	0	1	0	0	0	0
DFNB31	0	0	0	1	0	0	0	0
PAPPA	0	0	0	1	0	0	0	0
MEGF9	0	0	0	1	0	0	0	0
GPR144	0	0	0	1	0	0	0	0
GLE1	0	0	0	1	0	0	0	0
LRRC8A	0	0	0	1	0	0	0	0
NUP214	0	0	0	1	0	0	0	0
REXO4	0	0	0	1	0	0	0	0
ANAPC2	0	0	0	1	0	0	0	0
FAM166A	0	0	0	1	0	0	0	0
DPH7	0	0	0	1	0	0	0	0
IDI1	0	0	0	1	0	0	0	0
PFKP	0	0	0	1	0	0	0	0
DCLRE1C	0	0	0	1	0	0	0	0
MTPAP	0	0	0	1	0	0	0	0
SYT15	0	0	0	1	0	0	0	0
BICC1	0	0	0	1	0	0	0	0
KAT6B	0	0	0	1	0	0	0	0
NRG3	0	0	0	1	0	0	0	0
KLLN	0	0	0	1	0	0	0	0
STAMBPL1	0	0	0	1	0	0	0	0
TLL2	0	0	0	1	0	0	0	0
PKD2L1	0	0	0	1	0	0	0	0
GPAM	0	0	0	1	0	0	0	0
NRAP	0	0	0	1	0	0	0	0
WDR11	0	0	0	1	0	0	0	0
IFITM2	0	0	0	1	0	0	0	0
KRTAP5-2	0	0	0	1	0	0	0	0
TSSC4	0	0	0	1	0	0	0	0
C11orf40	0	0	0	1	0	0	0	0
MRVI1	0	0	0	1	0	0	0	0
SERGEF	0	0	0	1	0	0	0	0
MUC15	0	0	0	1	0	0	0	0
LGR4	0	0	0	1	0	0	0	0
MYBPC3	0	0	0	1	0	0	0	0
TMEM132A	0	0	0	1	0	0	0	0
SLC22A25	0	0	0	1	0	0	0	0
NRXN2	0	0	0	1	0	0	0	0
ARL2	0	0	0	1	0	0	0	0
POLA2	0	0	0	1	0	0	0	0
SSSCA1	0	0	0	1	0	0	0	0
KAT5	0	0	0	1	0	0	0	0
CTSW	0	0	0	1	0	0	0	0
CCDC87	0	0	0	1	0	0	0	0
DHCR7	0	0	0	1	0	0	0	0
KRTAP5-11	0	0	0	1	0	0	0	0
P4HA3	0	0	0	1	0	0	0	0
ARRB1	0	0	0	1	0	0	0	0
RPS3	0	0	0	1	0	0	0	0
AAMDC	0	0	0	1	0	0	0	0
C11orf82	0	0	0	1	0	0	0	0
CTSC	0	0	0	1	0	0	0	0
TREH	0	0	0	1	0	0	0	0
PDZD3	0	0	0	1	0	0	0	0
ROBO3	0	0	0	1	0	0	0	0
ROBO4	0	0	0	1	0	0	0	0
STT3A	0	0	0	1	0	0	0	0
ARHGAP32	0	0	0	1	0	0	0	0
APLP2	0	0	0	1	0	0	0	0
ZBTB44	0	0	0	1	0	0	0	0
ADAMTS8	0	0	0	1	0	0	0	0
SLC6A12	0	0	0	1	0	0	0	0
GPR162	0	0	0	1	0	0	0	0
KLRD1	0	0	0	1	0	0	0	0
TAS2R7	0	0	0	1	0	0	0	0
ATF7IP	0	0	0	1	0	0	0	0
ASUN	0	0	0	1	0	0	0	0
ARNTL2	0	0	0	1	0	0	0	0
CAPRIN2	0	0	0	1	0	0	0	0
PDZRN4	0	0	0	1	0	0	0	0
PRICKLE1	0	0	0	1	0	0	0	0
RAPGEF3	0	0	0	1	0	0	0	0
ARF3	0	0	0	1	0	0	0	0
SPATS2	0	0	0	1	0	0	0	0
ANKRD33	0	0	0	1	0	0	0	0
KRT71	0	0	0	1	0	0	0	0
KRT3	0	0	0	1	0	0	0	0
EIF4B	0	0	0	1	0	0	0	0
TENC1	0	0	0	1	0	0	0	0
ESPL1	0	0	0	1	0	0	0	0
MAP3K12	0	0	0	1	0	0	0	0
NCKAP1L	0	0	0	1	0	0	0	0
RP11-762I7.5	0	0	0	1	0	0	0	0
STAT2	0	0	0	1	0	0	0	0
SPRYD4	0	0	0	1	0	0	0	0
PRIM1	0	0	0	1	0	0	0	0
STAC3	0	0	0	1	0	0	0	0
ARHGEF25	0	0	0	1	0	0	0	0
TBK1	0	0	0	1	0	0	0	0
MDM1	0	0	0	1	0	0	0	0
MDM2	0	0	0	1	0	0	0	0
PTPRB	0	0	0	1	0	0	0	0
TBC1D15	0	0	0	1	0	0	0	0
TPH2	0	0	0	1	0	0	0	0
ACSS3	0	0	0	1	0	0	0	0
NR2C1	0	0	0	1	0	0	0	0
UTP20	0	0	0	1	0	0	0	0
GNPTAB	0	0	0	1	0	0	0	0
NFYB	0	0	0	1	0	0	0	0
KIAA1033	0	0	0	1	0	0	0	0
USP30	0	0	0	1	0	0	0	0
RASAL1	0	0	0	1	0	0	0	0
MED13L	0	0	0	1	0	0	0	0
HSPB8	0	0	0	1	0	0	0	0
HPD	0	0	0	1	0	0	0	0
ZMYM5	0	0	0	1	0	0	0	0
MIPEP	0	0	0	1	0	0	0	0
SOHLH2	0	0	0	1	0	0	0	0
CDADC1	0	0	0	1	0	0	0	0
LMO7	0	0	0	1	0	0	0	0
TMEM255B	0	0	0	1	0	0	0	0
TTC5	0	0	0	1	0	0	0	0
OXA1L	0	0	0	1	0	0	0	0
NGDN	0	0	0	1	0	0	0	0
NPAS3	0	0	0	1	0	0	0	0
SAMD4A	0	0	0	1	0	0	0	0
PSMA3	0	0	0	1	0	0	0	0
SYNE2	0	0	0	1	0	0	0	0
PPP1R36	0	0	0	1	0	0	0	0
PLEKHG3	0	0	0	1	0	0	0	0
GPHN	0	0	0	1	0	0	0	0
EIF2S1	0	0	0	1	0	0	0	0
ADAM21	0	0	0	1	0	0	0	0
PCNX	0	0	0	1	0	0	0	0
PAPLN	0	0	0	1	0	0	0	0
ZC3H14	0	0	0	1	0	0	0	0
TTC8	0	0	0	1	0	0	0	0
RPS6KA5	0	0	0	1	0	0	0	0
UNC79	0	0	0	1	0	0	0	0
NUDT14	0	0	0	1	0	0	0	0
NPAP1	0	0	0	1	0	0	0	0
EMC4	0	0	0	1	0	0	0	0
NUTM1	0	0	0	1	0	0	0	0
MGA	0	0	0	1	0	0	0	0
TUBGCP4	0	0	0	1	0	0	0	0
TP53BP1	0	0	0	1	0	0	0	0
DUOX2	0	0	0	1	0	0	0	0
GABPB1	0	0	0	1	0	0	0	0
TEX9	0	0	0	1	0	0	0	0
VPS13C	0	0	0	1	0	0	0	0
ZNF609	0	0	0	1	0	0	0	0
PAQR5	0	0	0	1	0	0	0	0
KIF23	0	0	0	1	0	0	0	0
GOLGA6A	0	0	0	1	0	0	0	0
NEIL1	0	0	0	1	0	0	0	0
C15orf26	0	0	0	1	0	0	0	0
IL16	0	0	0	1	0	0	0	0
EFTUD1	0	0	0	1	0	0	0	0
FSD2	0	0	0	1	0	0	0	0
BTBD1	0	0	0	1	0	0	0	0
AKAP13	0	0	0	1	0	0	0	0
TICRR	0	0	0	1	0	0	0	0
IQGAP1	0	0	0	1	0	0	0	0
PGPEP1L	0	0	0	1	0	0	0	0
CHSY1	0	0	0	1	0	0	0	0
NARFL	0	0	0	1	0	0	0	0
CACNA1H	0	0	0	1	0	0	0	0
UNKL	0	0	0	1	0	0	0	0
CCNF	0	0	0	1	0	0	0	0
C16orf59	0	0	0	1	0	0	0	0
CREBBP	0	0	0	1	0	0	0	0
UBN1	0	0	0	1	0	0	0	0
METTL22	0	0	0	1	0	0	0	0
RP11-276H1.3	0	0	0	1	0	0	0	0
BFAR	0	0	0	1	0	0	0	0
GP2	0	0	0	1	0	0	0	0
GTF3C1	0	0	0	1	0	0	0	0
KIAA0556	0	0	0	1	0	0	0	0
CD19	0	0	0	1	0	0	0	0
CORO1A	0	0	0	1	0	0	0	0
SEPHS2	0	0	0	1	0	0	0	0
ZNF688	0	0	0	1	0	0	0	0
NETO2	0	0	0	1	0	0	0	0
HEATR3	0	0	0	1	0	0	0	0
SALL1	0	0	0	1	0	0	0	0
CHD9	0	0	0	1	0	0	0	0
KATNB1	0	0	0	1	0	0	0	0
CNGB1	0	0	0	1	0	0	0	0
MMP15	0	0	0	1	0	0	0	0
CNOT1	0	0	0	1	0	0	0	0
FAM96B	0	0	0	1	0	0	0	0
SLC9A5	0	0	0	1	0	0	0	0
SMPD3	0	0	0	1	0	0	0	0
CHST6	0	0	0	1	0	0	0	0
INPP5K	0	0	0	1	0	0	0	0
PRPF8	0	0	0	1	0	0	0	0
OR3A3	0	0	0	1	0	0	0	0
ZZEF1	0	0	0	1	0	0	0	0
PLD2	0	0	0	1	0	0	0	0
FAM64A	0	0	0	1	0	0	0	0
XAF1	0	0	0	1	0	0	0	0
ZNF287	0	0	0	1	0	0	0	0
KIAA0100	0	0	0	1	0	0	0	0
RAB34	0	0	0	1	0	0	0	0
LIG3	0	0	0	1	0	0	0	0
MYO19	0	0	0	1	0	0	0	0
MLLT6	0	0	0	1	0	0	0	0
GSDMB	0	0	0	1	0	0	0	0
THRA	0	0	0	1	0	0	0	0
FKBP10	0	0	0	1	0	0	0	0
AOC2	0	0	0	1	0	0	0	0
ITGA2B	0	0	0	1	0	0	0	0
GJC1	0	0	0	1	0	0	0	0
KANSL1	0	0	0	1	0	0	0	0
SCRN2	0	0	0	1	0	0	0	0
B4GALNT2	0	0	0	1	0	0	0	0
CACNA1G	0	0	0	1	0	0	0	0
UTP18	0	0	0	1	0	0	0	0
MMD	0	0	0	1	0	0	0	0
SMG8	0	0	0	1	0	0	0	0
MED13	0	0	0	1	0	0	0	0
FTSJ3	0	0	0	1	0	0	0	0
SCN4A	0	0	0	1	0	0	0	0
RGS9	0	0	0	1	0	0	0	0
SRP68	0	0	0	1	0	0	0	0
NPTX1	0	0	0	1	0	0	0	0
NPLOC4	0	0	0	1	0	0	0	0
DCXR	0	0	0	1	0	0	0	0
ANKRD12	0	0	0	1	0	0	0	0
CEP76	0	0	0	1	0	0	0	0
LDLRAD4	0	0	0	1	0	0	0	0
ROCK1	0	0	0	1	0	0	0	0
MEP1B	0	0	0	1	0	0	0	0
ELP2	0	0	0	1	0	0	0	0
SLC14A2	0	0	0	1	0	0	0	0
CDH20	0	0	0	1	0	0	0	0
DSEL	0	0	0	1	0	0	0	0
MRPL54	0	0	0	1	0	0	0	0
CATSPERD	0	0	0	1	0	0	0	0
KHSRP	0	0	0	1	0	0	0	0
FBN3	0	0	0	1	0	0	0	0
TYK2	0	0	0	1	0	0	0	0
ZNF700	0	0	0	1	0	0	0	0
DDX39A	0	0	0	1	0	0	0	0
CYP4F12	0	0	0	1	0	0	0	0
TPM4	0	0	0	1	0	0	0	0
C19orf44	0	0	0	1	0	0	0	0
USHBP1	0	0	0	1	0	0	0	0
CCDC124	0	0	0	1	0	0	0	0
POP4	0	0	0	1	0	0	0	0
TSHZ3	0	0	0	1	0	0	0	0
ZNF30	0	0	0	1	0	0	0	0
FXYD5	0	0	0	1	0	0	0	0
SBSN	0	0	0	1	0	0	0	0
APLP1	0	0	0	1	0	0	0	0
ZNF585B	0	0	0	1	0	0	0	0
YIF1B	0	0	0	1	0	0	0	0
CTC-360G5.8	0	0	0	1	0	0	0	0
SAMD4B	0	0	0	1	0	0	0	0
CYP2A6	0	0	0	1	0	0	0	0
DMRTC2	0	0	0	1	0	0	0	0
MEGF8	0	0	0	1	0	0	0	0
ZNF235	0	0	0	1	0	0	0	0
FOSB	0	0	0	1	0	0	0	0
SAE1	0	0	0	1	0	0	0	0
TPRX1	0	0	0	1	0	0	0	0
SCAF1	0	0	0	1	0	0	0	0
SHANK1	0	0	0	1	0	0	0	0
CLEC11A	0	0	0	1	0	0	0	0
KLK3	0	0	0	1	0	0	0	0
KLK6	0	0	0	1	0	0	0	0
NKG7	0	0	0	1	0	0	0	0
AC018755.1	0	0	0	1	0	0	0	0
ZNF616	0	0	0	1	0	0	0	0
ZNF578	0	0	0	1	0	0	0	0
ZNF816	0	0	0	1	0	0	0	0
LILRB2	0	0	0	1	0	0	0	0
LAIR1	0	0	0	1	0	0	0	0
LILRB4	0	0	0	1	0	0	0	0
DNAAF3	0	0	0	1	0	0	0	0
SBK3	0	0	0	1	0	0	0	0
ZNF549	0	0	0	1	0	0	0	0
ZNF587B	0	0	0	1	0	0	0	0
ZSCAN1	0	0	0	1	0	0	0	0
ZNF343	0	0	0	1	0	0	0	0
PTPRA	0	0	0	1	0	0	0	0
PCNA	0	0	0	2	0	0	0	0
CRNKL1	0	0	0	1	0	0	0	0
NKX2-2	0	0	0	1	0	0	0	0
FAM83C	0	0	0	1	0	0	0	0
SPAG4	0	0	0	1	0	0	0	0
EPB41L1	0	0	0	1	0	0	0	0
LPIN3	0	0	0	1	0	0	0	0
RIMS4	0	0	0	1	0	0	0	0
SEMG2	0	0	0	1	0	0	0	0
DBNDD2	0	0	0	1	0	0	0	0
SLC2A10	0	0	0	1	0	0	0	0
TSHZ2	0	0	0	1	0	0	0	0
PPP4R1L	0	0	0	1	0	0	0	0
PSMA7	0	0	0	1	0	0	0	0
ZGPAT	0	0	0	1	0	0	0	0
AL158091.1	0	0	0	1	0	0	0	0
C21orf119	0	0	0	1	0	0	0	0
SON	0	0	0	1	0	0	0	0
TRAPPC10	0	0	0	1	0	0	0	0
KRTAP10-9	0	0	0	1	0	0	0	0
